评价ID,品牌,分类,用户评分,评价内容长度,是否有图,购买渠道,评价日期,是否追评,有用数
RV-101513,飞利浦,电视,4,52,是,拼多多,2025-08-20,否,0
RV-101514,小米,智能穿戴,2,162,否,拼多多,2026-01-13,否,5
RV-101515,三星,智能穿戴,4,48,是,天猫,2026-04-17,否,2
RV-101516,惠普,投影仪,3,137,否,拼多多,2026-01-19,否,0
RV-101517,OPPO,耳机,5,101,是,抖音,2026-01-29,否,3
RV-101518,华硕,平板电脑,3,64,是,天猫,2026-01-04,否,3
RV-101519,苹果,投影仪,5,54,是,抖音,2025-09-25,否,2
RV-101520,苹果,电视,4,53,是,官网,2026-04-25,是,5
RV-101521,联想,投影仪,5,10,否,抖音,2026-02-08,否,0
RV-101522,OPPO,笔记本电脑,5,50,是,苏宁,2026-06-25,否,2
RV-101523,三星,耳机,5,79,是,京东,2026-04-25,否,1
RV-101524,索尼,耳机,1,110,否,苏宁,2026-04-01,否,4
RV-101525,苹果,电视,4,103,否,官网,2026-02-25,否,5
RV-101526,飞利浦,投影仪,3,205,是,官网,2026-05-30,否,4
RV-101527,苹果,投影仪,2,70,否,天猫,2025-09-15,是,4
RV-101528,小米,智能家居,4,86,是,拼多多,2025-11-12,否,1
RV-101529,OPPO,智能手机,4,125,是,抖音,2026-06-27,否,1
RV-101530,华硕,智能手机,2,183,是,拼多多,2025-09-20,否,7
RV-101531,美的,智能手机,3,128,是,官网,2026-03-20,否,4
RV-101532,华硕,智能穿戴,4,10,是,抖音,2026-04-26,否,3
RV-101533,海尔,投影仪,2,96,否,京东,2025-09-11,是,2
RV-101534,飞利浦,笔记本电脑,4,75,是,京东,2026-04-07,否,1
RV-101535,海尔,智能家居,3,72,是,官网,2025-07-15,是,7
RV-101536,戴尔,电视,5,67,是,苏宁,2025-07-11,否,1
RV-101537,美的,智能穿戴,4,119,是,官网,2025-08-11,否,3
RV-101538,小米,投影仪,4,92,是,拼多多,2025-07-24,否,0
RV-101539,小米,平板电脑,5,37,否,拼多多,2025-12-24,是,2
RV-101540,华为,投影仪,2,117,否,官网,2026-05-20,是,3
RV-101541,美的,平板电脑,4,58,是,天猫,2025-10-22,否,1
RV-101542,松下,智能家居,5,164,是,拼多多,2026-05-14,否,4
RV-101543,海尔,平板电脑,4,49,是,抖音,2026-04-20,是,5
RV-101544,美的,投影仪,2,98,否,官网,2026-05-10,否,0
RV-101545,惠普,笔记本电脑,5,85,是,苏宁,2026-04-03,否,3
RV-101546,华为,投影仪,5,90,否,京东,2025-09-09,否,0
RV-101547,松下,笔记本电脑,4,18,是,官网,2025-10-02,否,3
RV-101548,三星,智能穿戴,5,99,是,京东,2025-12-27,否,3
RV-101549,华硕,智能手机,4,61,是,苏宁,2026-02-02,否,3
RV-101550,飞利浦,智能穿戴,3,226,否,官网,2025-09-11,否,2
RV-101551,美的,平板电脑,4,111,否,苏宁,2026-02-03,否,0
RV-101552,三星,投影仪,1,227,是,拼多多,2025-10-21,否,5
RV-101553,海尔,智能手机,2,81,是,拼多多,2025-07-09,否,1
RV-101554,小米,耳机,4,127,是,京东,2026-02-10,否,5
RV-101555,美的,耳机,4,93,否,苏宁,2026-04-09,否,0
RV-101556,松下,耳机,5,73,否,官网,2025-12-04,是,2
RV-101557,OPPO,智能穿戴,5,79,否,苏宁,2026-02-19,否,0
RV-101558,格力,智能手机,4,154,是,京东,2025-09-04,否,5
RV-101559,海尔,电视,5,10,是,官网,2026-06-02,否,1
RV-101560,小米,笔记本电脑,5,20,是,抖音,2026-02-13,是,5
RV-101561,索尼,智能穿戴,2,133,是,抖音,2026-05-25,否,4
RV-101562,松下,智能家居,5,25,是,京东,2026-04-05,是,3
RV-101563,飞利浦,笔记本电脑,5,53,是,抖音,2025-11-24,否,1
RV-101564,飞利浦,智能手机,4,89,是,京东,2025-09-20,否,0
RV-101565,苹果,投影仪,2,60,是,京东,2025-08-13,是,4
RV-101566,戴尔,电视,5,63,是,京东,2025-11-25,是,3
RV-101567,松下,耳机,4,110,是,京东,2026-06-09,否,6
RV-101568,海尔,笔记本电脑,4,136,是,京东,2026-04-26,否,2
RV-101569,海尔,耳机,5,151,是,京东,2025-08-21,是,4
RV-101570,OPPO,笔记本电脑,5,10,否,抖音,2025-07-22,否,0
RV-101571,戴尔,智能家居,2,118,是,苏宁,2025-08-17,否,4
RV-101572,华硕,平板电脑,4,61,否,拼多多,2025-12-22,否,0
RV-101573,美的,平板电脑,5,128,是,苏宁,2025-11-15,否,1
RV-101574,格力,耳机,1,183,是,苏宁,2025-11-19,否,6
RV-101575,戴尔,智能家居,5,99,是,天猫,2026-03-05,否,1
RV-101576,格力,耳机,4,90,否,抖音,2025-11-13,否,0
RV-101577,松下,电视,5,10,是,抖音,2026-05-14,否,3
RV-101578,海尔,智能家居,5,38,否,拼多多,2026-03-19,否,0
RV-101579,惠普,平板电脑,4,68,否,京东,2025-11-24,否,0
RV-101580,格力,耳机,5,48,是,苏宁,2025-08-14,否,1
RV-101581,OPPO,耳机,5,10,是,拼多多,2025-11-01,否,1
RV-101582,OPPO,智能手机,4,179,否,拼多多,2026-05-23,是,2
RV-101583,美的,投影仪,5,55,是,抖音,2026-01-04,否,0
RV-101584,美的,投影仪,4,68,否,抖音,2026-05-18,否,0
RV-101585,苹果,平板电脑,5,10,是,抖音,2026-04-18,否,3
RV-101586,惠普,智能家居,4,80,是,京东,2025-11-23,否,1
RV-101587,飞利浦,智能手机,5,74,是,抖音,2026-06-28,否,1
RV-101588,格力,投影仪,2,244,否,拼多多,2026-01-13,是,9
RV-101589,小米,投影仪,5,10,是,京东,2026-04-23,否,3
RV-101590,美的,耳机,1,189,是,抖音,2026-06-30,否,7
RV-101591,美的,电视,1,163,是,苏宁,2026-06-26,是,10
RV-101592,联想,平板电脑,5,10,是,官网,2026-02-19,否,0
RV-101593,飞利浦,智能家居,4,96,是,拼多多,2026-06-29,是,4
RV-101594,戴尔,耳机,2,103,是,苏宁,2025-12-03,是,8
RV-101595,格力,投影仪,5,10,是,拼多多,2025-10-31,否,1
RV-101596,索尼,笔记本电脑,2,117,否,天猫,2026-06-27,是,4
RV-101597,飞利浦,笔记本电脑,5,12,是,京东,2026-05-31,是,1
RV-101598,格力,智能手机,3,169,是,京东,2025-08-02,否,5
RV-101599,OPPO,笔记本电脑,5,78,是,京东,2026-04-04,否,0
RV-101600,格力,笔记本电脑,5,69,是,抖音,2025-08-22,否,2
RV-101601,三星,智能家居,3,116,否,苏宁,2026-04-04,否,5
RV-101602,索尼,智能手机,4,118,是,京东,2025-07-14,是,5
RV-101603,三星,平板电脑,3,103,否,抖音,2025-08-17,否,3
RV-101604,索尼,电视,4,116,是,官网,2025-08-07,否,4
RV-101605,索尼,智能穿戴,3,37,是,苏宁,2025-08-25,是,2
RV-101606,小米,智能家居,5,10,是,京东,2025-07-26,是,6
RV-101607,OPPO,智能穿戴,3,51,是,苏宁,2025-12-31,否,3
RV-101608,索尼,智能家居,5,37,否,苏宁,2026-01-09,否,0
RV-101609,华硕,智能家居,5,42,是,苏宁,2025-11-13,否,3
RV-101610,华硕,平板电脑,5,77,是,官网,2025-12-25,否,2
RV-101611,苹果,电视,5,54,是,抖音,2026-04-22,否,1
RV-101612,苹果,耳机,5,44,是,拼多多,2026-04-18,否,3
RV-101613,松下,智能穿戴,5,58,是,天猫,2025-11-28,否,3
RV-101614,华硕,智能手机,5,31,是,抖音,2026-03-10,否,1
RV-101615,华硕,耳机,4,14,是,官网,2026-01-16,否,1
RV-101616,索尼,电视,4,53,是,抖音,2025-12-31,否,1
RV-101617,华硕,笔记本电脑,5,90,是,天猫,2025-07-21,否,2
RV-101618,美的,投影仪,4,71,否,官网,2026-01-20,否,0
RV-101619,三星,平板电脑,1,214,否,抖音,2025-07-11,否,1
RV-101620,OPPO,耳机,3,143,是,抖音,2026-04-24,否,3
RV-101621,联想,笔记本电脑,4,52,是,苏宁,2026-06-04,否,2
RV-101622,戴尔,耳机,3,120,是,拼多多,2026-01-22,是,2
RV-101623,松下,智能家居,4,65,否,拼多多,2025-11-02,否,0
RV-101624,OPPO,耳机,3,89,否,官网,2026-06-07,否,0
RV-101625,美的,耳机,4,65,是,官网,2025-12-04,否,3
RV-101626,松下,智能手机,5,120,是,苏宁,2026-01-01,否,3
RV-101627,飞利浦,平板电脑,4,92,是,京东,2026-01-29,否,3
RV-101628,美的,智能穿戴,4,65,是,京东,2026-06-30,否,2
RV-101629,华为,投影仪,4,144,是,京东,2025-09-30,否,8
RV-101630,海尔,电视,4,86,是,抖音,2026-01-24,否,2
RV-101631,飞利浦,智能手机,2,128,是,京东,2026-06-06,否,4
RV-101632,苹果,平板电脑,5,89,是,京东,2026-01-16,否,2
RV-101633,戴尔,投影仪,3,135,是,苏宁,2025-08-14,否,7
RV-101634,格力,平板电脑,4,125,是,京东,2026-03-08,否,3
RV-101635,海尔,智能手机,5,121,否,天猫,2026-06-17,否,0
RV-101636,飞利浦,耳机,2,119,否,抖音,2026-06-29,是,8
RV-101637,飞利浦,智能穿戴,4,124,是,天猫,2026-06-18,否,4
RV-101638,OPPO,智能手机,5,30,是,苏宁,2026-04-15,是,6
RV-101639,三星,平板电脑,4,16,否,拼多多,2026-02-14,否,0
RV-101640,惠普,投影仪,4,44,是,苏宁,2026-02-25,否,2
RV-101641,小米,智能穿戴,4,51,是,天猫,2026-03-26,否,3
RV-101642,小米,智能手机,5,73,是,官网,2025-07-20,否,2
RV-101643,三星,智能穿戴,5,131,是,抖音,2026-03-19,否,6
RV-101644,华为,智能穿戴,5,82,否,官网,2025-12-22,否,0
RV-101645,联想,智能家居,1,286,否,抖音,2025-09-24,是,6
RV-101646,索尼,耳机,5,65,是,拼多多,2026-07-08,是,2
RV-101647,华硕,电视,3,113,否,天猫,2025-08-12,是,3
RV-101648,戴尔,投影仪,5,63,是,苏宁,2026-02-24,是,3
RV-101649,美的,耳机,5,10,是,天猫,2025-11-07,否,0
RV-101650,华为,笔记本电脑,5,10,是,官网,2026-06-27,否,2
RV-101651,OPPO,智能家居,5,19,是,苏宁,2025-07-26,否,3
RV-101652,华为,智能手机,4,144,否,京东,2025-08-06,否,0
RV-101653,飞利浦,智能穿戴,3,98,否,京东,2026-02-22,否,0
RV-101654,海尔,智能穿戴,1,231,是,官网,2025-09-25,否,3
RV-101655,华硕,耳机,3,10,否,抖音,2026-05-24,否,0
RV-101656,联想,智能家居,3,175,是,官网,2026-01-25,否,5
RV-101657,海尔,投影仪,4,33,是,天猫,2026-02-09,否,2
RV-101658,松下,智能家居,4,112,是,官网,2026-01-06,否,3
RV-101659,华硕,智能家居,3,129,否,官网,2025-10-22,是,2
RV-101660,苹果,投影仪,4,88,否,官网,2026-03-25,否,0
RV-101661,戴尔,笔记本电脑,3,83,否,京东,2025-10-03,否,0
RV-101662,惠普,笔记本电脑,4,156,是,京东,2025-10-31,否,7
RV-101663,联想,投影仪,4,50,是,抖音,2026-03-18,否,3
RV-101664,联想,电视,4,62,否,天猫,2025-07-18,否,0
RV-101665,格力,智能手机,2,117,否,京东,2026-04-26,否,3
RV-101666,格力,智能穿戴,5,28,是,京东,2026-06-26,否,1
RV-101667,华为,智能穿戴,5,44,是,拼多多,2026-06-04,否,0
RV-101668,华硕,笔记本电脑,4,66,是,天猫,2025-12-29,否,3
RV-101669,索尼,电视,4,40,否,京东,2025-09-08,否,0
RV-101670,海尔,智能家居,1,167,否,京东,2025-10-06,否,3
RV-101671,戴尔,投影仪,2,196,否,苏宁,2026-06-19,否,3
RV-101672,飞利浦,笔记本电脑,4,67,是,官网,2025-12-26,是,3
RV-101673,联想,耳机,4,10,是,抖音,2026-03-20,否,3
RV-101674,戴尔,笔记本电脑,5,72,是,抖音,2026-06-03,否,3
RV-101675,苹果,智能家居,5,10,是,抖音,2026-03-01,否,0
RV-101676,小米,智能家居,5,115,是,天猫,2025-07-22,否,3
RV-101677,松下,笔记本电脑,5,66,是,拼多多,2026-06-16,是,4
RV-101678,苹果,耳机,5,57,是,天猫,2026-05-18,否,0
RV-101679,苹果,平板电脑,3,163,否,拼多多,2025-10-27,否,3
RV-101680,飞利浦,电视,5,34,是,拼多多,2026-06-21,否,3
RV-101681,戴尔,电视,5,32,是,苏宁,2025-11-07,否,2
RV-101682,惠普,耳机,2,174,否,官网,2025-11-22,是,6
RV-101683,惠普,投影仪,4,135,是,苏宁,2025-09-13,否,6
RV-101684,小米,智能手机,5,47,是,京东,2025-10-20,否,0
RV-101685,小米,智能穿戴,4,72,是,天猫,2026-01-26,否,1
RV-101686,松下,智能家居,3,87,是,官网,2025-09-28,否,3
RV-101687,海尔,笔记本电脑,5,53,是,抖音,2025-11-06,否,0
RV-101688,小米,平板电脑,5,26,是,京东,2025-12-12,否,2
RV-101689,飞利浦,电视,5,77,是,官网,2025-07-30,否,1
RV-101690,美的,投影仪,5,49,是,官网,2025-08-12,否,3
RV-101691,苹果,耳机,4,53,是,京东,2025-09-04,否,3
RV-101692,戴尔,笔记本电脑,4,82,否,苏宁,2026-02-16,否,0
RV-101693,索尼,智能家居,4,65,否,抖音,2025-10-07,否,0
RV-101694,联想,智能穿戴,2,144,是,拼多多,2025-11-10,否,5
RV-101695,小米,智能家居,1,74,否,拼多多,2026-06-06,否,0
RV-101696,海尔,智能穿戴,2,155,否,抖音,2026-03-08,否,2
RV-101697,三星,投影仪,1,283,是,拼多多,2026-02-16,否,8
RV-101698,OPPO,电视,4,100,是,官网,2026-04-02,否,2
RV-101699,海尔,投影仪,3,22,是,抖音,2025-09-14,否,3
RV-101700,苹果,笔记本电脑,3,134,否,官网,2026-04-06,否,2
RV-101701,飞利浦,智能家居,5,134,是,拼多多,2025-10-06,否,7
RV-101702,苹果,智能穿戴,4,135,是,拼多多,2026-04-03,否,0
RV-101703,美的,智能家居,4,10,否,抖音,2026-02-17,否,0
RV-101704,OPPO,电视,5,116,是,拼多多,2025-12-22,否,6
RV-101705,小米,平板电脑,5,42,是,京东,2026-06-17,否,0
RV-101706,索尼,笔记本电脑,4,148,是,抖音,2025-08-04,否,1
RV-101707,华为,智能手机,5,15,否,苏宁,2026-02-13,否,0
RV-101708,三星,耳机,5,91,是,京东,2026-04-22,否,1
RV-101709,惠普,投影仪,3,89,是,抖音,2026-03-26,否,3
RV-101710,OPPO,智能手机,1,209,是,天猫,2026-05-21,否,3
RV-101711,松下,电视,5,44,是,拼多多,2026-03-18,否,1
RV-101712,小米,智能手机,5,10,是,京东,2026-03-12,否,1
RV-101713,松下,笔记本电脑,4,51,是,苏宁,2025-08-28,否,3
RV-101714,华为,智能穿戴,5,82,是,抖音,2025-10-26,否,0
RV-101715,OPPO,电视,3,77,否,京东,2025-07-13,否,0
RV-101716,OPPO,电视,5,25,是,苏宁,2026-03-12,否,2
RV-101717,OPPO,智能家居,1,201,否,京东,2025-07-16,否,5
RV-101718,华硕,智能手机,5,10,是,苏宁,2026-05-24,否,3
RV-101719,索尼,投影仪,5,54,是,天猫,2026-04-19,否,3
RV-101720,三星,耳机,3,111,否,抖音,2026-05-22,否,1
RV-101721,格力,智能手机,5,28,是,天猫,2026-02-08,否,1
RV-101722,松下,电视,5,27,否,京东,2026-03-12,否,0
RV-101723,OPPO,智能手机,4,136,否,拼多多,2026-04-09,否,5
RV-101724,惠普,智能家居,2,151,否,京东,2026-06-04,是,5
RV-101725,索尼,平板电脑,4,49,否,官网,2026-01-01,否,0
RV-101726,苹果,平板电脑,4,65,是,京东,2025-10-19,否,2
RV-101727,惠普,智能手机,5,77,是,抖音,2026-03-07,否,1
RV-101728,松下,投影仪,4,90,是,官网,2026-04-17,否,1
RV-101729,OPPO,智能手机,5,71,是,官网,2025-10-31,是,7
RV-101730,飞利浦,电视,4,10,否,拼多多,2025-10-15,否,0
RV-101731,飞利浦,电视,3,125,是,京东,2026-05-05,否,7
RV-101732,三星,笔记本电脑,4,39,是,拼多多,2026-02-05,否,3
RV-101733,华为,投影仪,4,48,否,天猫,2025-08-16,否,0
RV-101734,华硕,平板电脑,4,115,是,苏宁,2025-11-01,否,5
RV-101735,华硕,智能家居,5,53,是,天猫,2026-03-05,否,0
RV-101736,美的,笔记本电脑,5,10,是,抖音,2026-05-30,否,3
RV-101737,索尼,投影仪,3,157,是,天猫,2026-01-20,是,5
RV-101738,索尼,平板电脑,5,33,是,抖音,2025-08-20,否,1
RV-101739,联想,智能手机,4,73,是,拼多多,2025-08-24,否,2
RV-101740,索尼,投影仪,5,10,是,抖音,2025-08-01,否,0
RV-101741,格力,笔记本电脑,1,191,是,拼多多,2025-08-17,否,5
RV-101742,苹果,平板电脑,3,104,是,天猫,2026-07-02,否,2
RV-101743,三星,电视,4,114,是,抖音,2025-10-01,否,4
RV-101744,索尼,耳机,5,44,是,苏宁,2026-03-18,否,0
RV-101745,美的,平板电脑,2,197,是,苏宁,2025-12-30,是,9
RV-101746,索尼,投影仪,4,47,是,天猫,2025-09-07,否,2
RV-101747,三星,智能手机,4,10,是,官网,2025-10-26,否,2
RV-101748,戴尔,智能手机,1,192,是,苏宁,2026-03-03,否,2
RV-101749,美的,平板电脑,2,157,否,苏宁,2025-12-16,否,3
RV-101750,OPPO,投影仪,5,119,是,苏宁,2025-11-27,否,2
RV-101751,松下,电视,5,26,是,天猫,2026-02-01,是,2
RV-101752,华硕,智能家居,2,106,是,抖音,2026-04-18,是,4
RV-101753,联想,电视,2,155,是,苏宁,2025-10-05,是,6
RV-101754,华硕,笔记本电脑,2,149,否,京东,2026-04-09,否,3
RV-101755,苹果,智能穿戴,1,183,是,抖音,2025-08-01,否,7
RV-101756,小米,智能手机,5,70,是,天猫,2026-07-08,是,4
RV-101757,飞利浦,平板电脑,2,139,否,拼多多,2025-09-08,否,2
RV-101758,OPPO,笔记本电脑,3,79,是,天猫,2025-09-01,是,3
RV-101759,格力,智能穿戴,5,25,否,苏宁,2025-07-18,否,0
RV-101760,飞利浦,智能家居,5,36,是,官网,2026-01-31,否,1
RV-101761,联想,耳机,5,10,是,抖音,2026-06-08,否,0
RV-101762,美的,笔记本电脑,5,43,否,官网,2026-01-19,否,0
RV-101763,联想,耳机,3,69,是,官网,2025-11-08,是,3
RV-101764,华为,投影仪,5,146,是,苏宁,2025-10-27,是,6
RV-101765,海尔,电视,3,129,否,苏宁,2025-07-11,否,2
RV-101766,海尔,投影仪,1,210,否,苏宁,2026-03-02,否,1
RV-101767,小米,智能家居,2,232,是,苏宁,2025-09-02,是,6
RV-101768,索尼,耳机,3,56,是,京东,2026-01-17,否,2
RV-101769,小米,智能家居,3,52,否,拼多多,2026-04-24,否,0
RV-101770,海尔,智能穿戴,4,27,否,官网,2025-11-28,否,0
RV-101771,飞利浦,智能手机,4,35,否,苏宁,2025-10-06,否,0
RV-101772,华为,智能穿戴,5,64,是,抖音,2025-11-13,否,3
RV-101773,OPPO,耳机,2,85,否,官网,2026-02-05,是,2
RV-101774,松下,智能手机,3,106,否,天猫,2026-06-18,否,1
RV-101775,松下,智能家居,5,52,是,抖音,2025-10-07,是,2
RV-101776,戴尔,智能手机,4,52,否,官网,2025-09-04,否,0
RV-101777,华为,智能家居,1,137,是,苏宁,2026-03-10,否,2
RV-101778,惠普,投影仪,5,10,是,京东,2026-06-28,是,4
RV-101779,苹果,智能穿戴,5,69,是,天猫,2025-12-02,否,1
RV-101780,格力,平板电脑,5,126,是,天猫,2026-05-30,否,5
RV-101781,松下,笔记本电脑,2,138,是,拼多多,2025-11-19,是,3
RV-101782,小米,智能家居,4,90,是,天猫,2026-01-09,否,0
RV-101783,戴尔,耳机,4,34,是,天猫,2026-04-16,是,0
RV-101784,联想,平板电脑,4,164,是,苏宁,2026-01-15,否,2
RV-101785,飞利浦,电视,5,45,是,天猫,2026-04-14,否,1
RV-101786,OPPO,智能家居,3,145,否,苏宁,2025-09-26,是,8
RV-101787,戴尔,投影仪,4,78,是,抖音,2026-07-07,是,4
RV-101788,联想,智能手机,1,87,否,苏宁,2026-01-28,否,0
RV-101789,小米,平板电脑,3,158,是,苏宁,2025-11-08,否,1
RV-101790,惠普,投影仪,5,25,否,苏宁,2025-10-07,否,0
RV-101791,索尼,智能手机,2,111,是,天猫,2025-12-26,否,3
RV-101792,索尼,投影仪,3,71,否,苏宁,2026-02-05,否,0
RV-101793,华为,智能手机,1,214,是,京东,2026-01-04,否,1
RV-101794,小米,智能穿戴,3,51,是,拼多多,2026-06-13,是,1
RV-101795,索尼,笔记本电脑,3,79,是,官网,2025-09-29,否,2
RV-101796,索尼,笔记本电脑,2,185,否,官网,2026-02-21,是,7
RV-101797,华为,平板电脑,5,24,否,苏宁,2026-05-15,否,0
RV-101798,华为,智能家居,3,174,是,天猫,2026-04-13,是,3
RV-101799,海尔,笔记本电脑,4,179,是,官网,2026-04-13,否,6
RV-101800,松下,耳机,1,157,是,天猫,2025-10-01,否,4
RV-101801,华为,电视,5,138,是,天猫,2026-01-13,否,6
RV-101802,戴尔,电视,2,155,是,京东,2025-10-27,是,9
RV-101803,小米,电视,4,59,否,天猫,2025-09-16,否,0
RV-101804,松下,笔记本电脑,1,174,是,苏宁,2025-07-23,否,0
RV-101805,苹果,耳机,5,87,是,京东,2025-07-17,是,1
RV-101806,戴尔,笔记本电脑,5,34,是,苏宁,2026-01-23,否,2
RV-101807,戴尔,智能穿戴,4,59,是,拼多多,2025-12-21,否,1
RV-101808,三星,耳机,4,79,否,京东,2026-04-18,否,0
RV-101809,飞利浦,智能手机,3,163,是,拼多多,2026-04-27,否,2
RV-101810,索尼,平板电脑,4,14,是,官网,2026-02-03,否,2
RV-101811,三星,智能家居,5,37,否,拼多多,2025-12-21,否,0
RV-101812,苹果,智能家居,5,55,否,抖音,2025-09-29,是,1
RV-101813,海尔,平板电脑,5,107,是,官网,2026-02-19,否,5
RV-101814,惠普,智能穿戴,3,137,是,官网,2026-03-05,否,4
RV-101815,美的,平板电脑,4,55,否,官网,2026-01-22,是,0
RV-101816,飞利浦,电视,4,113,是,拼多多,2025-07-17,否,5
RV-101817,OPPO,耳机,4,106,是,苏宁,2026-05-20,否,6
RV-101818,华硕,耳机,2,87,是,天猫,2025-10-29,否,2
RV-101819,戴尔,智能手机,4,146,是,天猫,2026-06-16,否,4
RV-101820,华硕,电视,4,142,否,官网,2026-03-17,是,6
RV-101821,三星,耳机,5,45,是,官网,2026-02-15,是,3
RV-101822,OPPO,智能家居,2,123,是,苏宁,2026-06-16,否,3
RV-101823,格力,智能穿戴,4,65,是,天猫,2025-10-31,否,0
RV-101824,飞利浦,电视,2,148,是,拼多多,2025-07-17,否,3
RV-101825,美的,投影仪,3,174,是,官网,2026-06-28,是,9
RV-101826,索尼,耳机,5,46,是,天猫,2026-03-29,否,1
RV-101827,索尼,智能家居,5,17,是,官网,2026-05-09,否,0
RV-101828,美的,耳机,5,76,是,苏宁,2026-04-18,否,0
RV-101829,戴尔,智能手机,5,10,是,京东,2026-05-14,否,3
RV-101830,飞利浦,平板电脑,5,61,是,抖音,2025-07-08,否,2
RV-101831,格力,投影仪,2,230,是,苏宁,2025-11-21,否,5
RV-101832,苹果,智能家居,5,41,是,苏宁,2026-03-30,否,0
RV-101833,索尼,电视,3,24,是,天猫,2026-06-11,是,1
RV-101834,格力,笔记本电脑,4,58,是,天猫,2025-10-16,否,0
RV-101835,惠普,耳机,3,20,是,抖音,2025-10-06,是,1
RV-101836,小米,投影仪,4,10,是,苏宁,2025-12-02,否,0
RV-101837,松下,耳机,5,21,是,天猫,2025-10-16,否,0
RV-101838,OPPO,智能家居,5,46,是,拼多多,2025-07-25,否,1
RV-101839,松下,投影仪,5,10,是,京东,2026-06-23,否,0
RV-101840,联想,平板电脑,3,138,否,抖音,2025-11-26,否,0
RV-101841,海尔,投影仪,5,66,是,拼多多,2026-04-23,否,0
RV-101842,联想,电视,4,69,否,京东,2026-04-18,否,0
RV-101843,惠普,平板电脑,4,120,是,天猫,2026-04-22,否,3
RV-101844,松下,智能穿戴,4,21,否,京东,2025-11-11,否,0
RV-101845,华为,智能手机,5,61,是,拼多多,2025-08-17,否,2
RV-101846,小米,投影仪,3,91,是,抖音,2026-02-21,是,4
RV-101847,三星,投影仪,5,67,是,苏宁,2025-09-16,否,1
RV-101848,格力,智能手机,4,49,是,拼多多,2025-08-26,否,3
RV-101849,飞利浦,智能手机,3,130,否,天猫,2026-04-05,否,4
RV-101850,小米,智能手机,5,10,是,抖音,2025-09-27,否,0
RV-101851,格力,智能手机,5,109,是,苏宁,2025-10-01,否,6
RV-101852,华硕,耳机,4,62,是,天猫,2026-03-06,否,2
RV-101853,海尔,笔记本电脑,5,46,是,抖音,2025-10-14,否,1
RV-101854,海尔,智能穿戴,4,10,是,苏宁,2025-10-11,否,2
RV-101855,三星,笔记本电脑,5,88,是,官网,2026-02-09,是,3
RV-101856,戴尔,平板电脑,5,59,是,官网,2026-03-13,否,3
RV-101857,海尔,投影仪,5,39,是,京东,2025-07-31,否,0
RV-101858,华硕,电视,5,10,是,官网,2026-03-15,否,0
RV-101859,小米,投影仪,5,39,是,官网,2026-01-20,否,2
RV-101860,苹果,智能家居,4,57,是,天猫,2026-02-09,否,0
RV-101861,三星,耳机,5,84,是,拼多多,2025-09-11,否,2
RV-101862,美的,笔记本电脑,5,67,是,苏宁,2025-10-12,否,3
RV-101863,格力,笔记本电脑,4,93,是,官网,2025-08-19,否,0
RV-101864,三星,智能家居,5,65,是,京东,2026-05-30,否,0
RV-101865,美的,智能家居,3,212,是,官网,2025-09-29,否,6
RV-101866,松下,智能手机,5,62,是,苏宁,2026-01-18,否,0
RV-101867,小米,平板电脑,3,109,是,官网,2025-11-09,是,10
RV-101868,格力,智能家居,5,108,是,官网,2025-08-25,否,3
RV-101869,三星,电视,5,104,是,抖音,2026-01-30,否,0
RV-101870,小米,笔记本电脑,2,172,否,抖音,2025-12-17,否,1
RV-101871,华硕,投影仪,3,136,是,官网,2026-04-12,否,4
RV-101872,苹果,耳机,4,36,是,拼多多,2026-05-22,是,3
RV-101873,美的,智能手机,4,93,否,抖音,2025-10-15,否,0
RV-101874,戴尔,智能手机,3,79,否,苏宁,2025-12-18,否,0
RV-101875,戴尔,智能手机,4,129,是,天猫,2026-06-17,否,3
RV-101876,松下,智能手机,4,96,是,天猫,2025-12-23,否,0
RV-101877,海尔,智能家居,5,35,否,天猫,2026-04-10,否,0
RV-101878,索尼,投影仪,5,76,否,官网,2025-11-02,否,0
RV-101879,松下,智能家居,4,139,是,拼多多,2025-10-13,否,5
RV-101880,索尼,智能手机,5,89,是,拼多多,2026-01-14,否,1
RV-101881,三星,智能家居,2,10,否,天猫,2025-10-11,否,0
RV-101882,戴尔,智能手机,5,66,是,官网,2025-11-19,否,2
RV-101883,格力,智能手机,4,96,是,拼多多,2026-02-10,否,0
RV-101884,OPPO,平板电脑,2,137,否,官网,2025-09-05,否,3
RV-101885,OPPO,电视,3,200,是,官网,2025-09-29,否,7
RV-101886,OPPO,智能家居,5,63,是,拼多多,2026-04-24,否,1
RV-101887,OPPO,笔记本电脑,5,10,是,天猫,2026-04-10,否,1
RV-101888,小米,平板电脑,3,126,否,抖音,2025-12-14,否,3
RV-101889,惠普,智能手机,4,10,是,苏宁,2026-04-20,否,3
RV-101890,海尔,笔记本电脑,4,60,是,抖音,2026-01-31,否,1
RV-101891,格力,耳机,4,55,是,天猫,2025-08-10,否,2
RV-101892,美的,平板电脑,4,97,是,官网,2025-12-12,是,2
RV-101893,小米,平板电脑,2,102,否,天猫,2025-09-30,否,0
RV-101894,戴尔,投影仪,4,132,是,苏宁,2026-01-13,否,7
RV-101895,海尔,笔记本电脑,2,175,是,官网,2025-07-29,否,3
RV-101896,美的,平板电脑,3,51,否,拼多多,2026-05-08,否,0
RV-101897,松下,耳机,3,206,是,官网,2026-02-19,是,10
